var1,var2,statistic,value,p_value,n
twentythree_filtered_binned_shuttlebox_wilcox_test,average_performance_across_all_9_testing_trials_using_full_4_minutes_data,r,-0.123773178,0.592973992,21
twentythree_filtered_binned_shuttlebox_wilcox_test,average_performance_across_all_9_testing_trials_using_T30_to_T50_data,r,-0.166264075,0.471340043,21
twentythree_filtered_binned_shuttlebox_wilcox_test,total_number_of_testing_trials_using_full_4_minutes_data,r,0.293839173,0.184408211,22
twentythree_filtered_binned_shuttlebox_wilcox_test,total_number_of_testing_trials_using_T30_to_T50_data,r,0.138997811,0.537295467,22
twentythree_filtered_binned_shuttlebox_wilcox_test,number_of_trials_on_0.50_ratio_using_full_4_minutes_data,r,0.422313151,0.050240357,22
twentythree_filtered_binned_shuttlebox_wilcox_test,number_of_trials_on_0.67_ratio_using_full_4_minutes_data,r,0.226954124,0.309770046,22
twentythree_filtered_binned_shuttlebox_wilcox_test,number_of_trials_on_0.75_ratio_using_full_4_minutes_data,r,0.180715469,0.420928323,22
twentythree_filtered_binned_shuttlebox_wilcox_test,number_of_trials_on_0.50_ratio_using_T30_to_T50_data,r,0.228874612,0.30558267,22
twentythree_filtered_binned_shuttlebox_wilcox_test,number_of_trials_on_0.67_ratio_using_T30_to_T50_data,r,-0.04287458,0.849742044,22
twentythree_filtered_binned_shuttlebox_wilcox_test,number_of_trials_on_0.75_ratio_using_T30_to_T50_data,r,0.235256184,0.291918696,22
twentythree_filtered_binned_shuttlebox_wilcox_test,median_performance_on_0.50_ratio_using_full_4_minutes_data,r,-0.147045729,0.524738186,21
twentythree_filtered_binned_shuttlebox_wilcox_test,median_performance_on_0.67_ratio_using_full_4_minutes_data,r,-0.033785029,0.884408422,21
twentythree_filtered_binned_shuttlebox_wilcox_test,median_performance_on_0.75_ratio_using_full_4_minutes_data,r,-0.183738486,0.438084782,20
twentythree_filtered_binned_shuttlebox_wilcox_test,median_performance_on_0.50_ratio_using_T30_to_T50_data,r,0.022931245,0.923551948,20
twentythree_filtered_binned_shuttlebox_wilcox_test,median_performance_on_0.67_ratio_using_T30_to_T50_data,r,-0.025040169,0.914203174,21
twentythree_filtered_binned_shuttlebox_wilcox_test,median_performance_on_0.75_ratio_using_T30_to_T50_data,r,-0.373808009,0.10446813,20
twentythree_filtered_binned_shuttlebox_wilcox_test,number_of_medians_above_60_using_full_4_minutes_data,ICC,-0.023930354,0.87,22
twentythree_filtered_binned_shuttlebox_wilcox_test,number_of_medians_above_60_using_T30_to_T50_data,ICC,-0.059275158,0.78,22
twentythree_filtered_binned_shuttlebox_wilcox_test,shapiro_wilk_test_p_value_using_full_4_minutes_data,r,0.18103939,0.432249204,21
twentythree_filtered_binned_shuttlebox_wilcox_test,was_average_performance_significantly_different_from_0.5_full_4_minutes_p_value_of_either_t_test_or_wilcox,r,-0.233315905,0.308747159,21
twentythree_filtered_binned_shuttlebox_wilcox_test,shapiro_wilk_test_p_value_using_T30_to_T50_data,r,-0.068405603,0.774451748,20
twentythree_filtered_binned_shuttlebox_wilcox_test,was_average_performance_significantly_different_from_0.5_T30_to_T50_p_value_of_either_t_test_or_wilcox,r,-0.038727496,0.871224875,20
twentythree_filtered_binned_shuttlebox_wilcox_test,learning_category_according_to_etheredge_T30_to_T50,ICC,-0.119613197,0.23,21
twentythree_filtered_binned_shuttlebox_wilcox_test,learning_category_according_to_etheredge_full_4_minutes,ICC,-0.073056703,0.63,22
twentythree_filtered_binned_shuttlebox_wilcox_test,average_latency_to_enter_correct_side,r,0.191483396,0.405696337,21
twentythree_filtered_binned_shuttlebox_wilcox_test,average_latency_to_enter_incorrect_side,r,-0.060344484,0.794989805,21
twentythree_filtered_binned_shuttlebox_wilcox_test,average_latency_to_enter_correct_side_filtered_just_correct_choice,r,0.170139706,0.460916883,21
twentythree_filtered_binned_shuttlebox_wilcox_test,proportion_of_correct_first_choices,r,-0.028103627,0.903750999,21
twentythree_filtered_binned_shuttlebox_wilcox_test,number_of_trials_in_a_row_greater_than_60_percent_full_4_minutes,r,0.118100884,0.60066427,22
twentythree_filtered_binned_shuttlebox_wilcox_test,number_of_trials_in_a_row_greater_than_60_percent_T30_to_T50,r,-0.257331151,0.247625477,22
twentythree_filtered_binned_shuttlebox_wilcox_test,number_of_trials_in_a_row_correct_choice_first,r,-0.179954171,0.422920639,22
twentythree_filtered_binned_shuttlebox_wilcox_test,mean_of_median_performance_on_each_ratio_full_four_minutes_data,r,-0.186658074,0.417851163,21
twentythree_filtered_binned_shuttlebox_wilcox_test,mean_of_median_performance_on_each_ratio_T30_to_T50_data,r,-0.195036261,0.396872327,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_shuttlebox_slope,r,0.144149379,0.431215574,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_shuttlebox_wilcox_test,r,0.143235356,0.434173488,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_binned_shuttlebox_slope,r,0.157847267,0.38823592,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_binned_shuttlebox_wilcox_test,r,0.143235356,0.434173488,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,-0.914309705,2.63E-13,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_stimulus,r,-0.147112035,0.421704591,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,-0.166648212,0.361981644,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,0.254637073,0.159592542,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,-0.9215269,7.39E-14,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,r,-0.120416562,0.511519897,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,-0.216030716,0.235022756,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,0.299901905,0.095387025,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,standard_length,r,-0.232683507,0.297380895,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,order,ICC,0.247973519,0.04,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,average_number_of_entries,r,-0.06243492,0.782532065,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,average_reaction_time,r,0.157211268,0.484734925,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,average_performance_across_all_9_testing_trials_using_full_4_minutes_data,r,-0.099076577,0.66917652,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,average_performance_across_all_9_testing_trials_using_T30_to_T50_data,r,-0.188804927,0.412419176,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,total_number_of_testing_trials_using_full_4_minutes_data,r,-0.25422817,0.253573094,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,total_number_of_testing_trials_using_T30_to_T50_data,r,-0.193084075,0.389279991,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_on_0.50_ratio_using_full_4_minutes_data,r,-0.003845411,0.986449601,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_on_0.67_ratio_using_full_4_minutes_data,r,-0.198153025,0.376707085,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_on_0.75_ratio_using_full_4_minutes_data,r,-0.315046637,0.153259471,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_on_0.50_ratio_using_T30_to_T50_data,r,-0.018102161,0.936271713,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_on_0.67_ratio_using_T30_to_T50_data,r,-0.18296447,0.415072473,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_on_0.75_ratio_using_T30_to_T50_data,r,-0.215317102,0.335885283,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,median_performance_on_0.50_ratio_using_full_4_minutes_data,r,-0.009477814,0.967476092,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,median_performance_on_0.67_ratio_using_full_4_minutes_data,r,-0.339058753,0.132691778,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,median_performance_on_0.75_ratio_using_full_4_minutes_data,r,-0.115924937,0.626473095,20
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,median_performance_on_0.50_ratio_using_T30_to_T50_data,r,0.032939946,0.890348427,20
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,median_performance_on_0.67_ratio_using_T30_to_T50_data,r,-0.472984129,0.030352653,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,median_performance_on_0.75_ratio_using_T30_to_T50_data,r,-0.065380933,0.784193599,20
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_medians_above_60_using_full_4_minutes_data,ICC,0.240429136,0.09,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_medians_above_60_using_T30_to_T50_data,ICC,0.247982184,0.03,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,shapiro_wilk_test_p_value_using_full_4_minutes_data,r,0.13548205,0.558177804,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,was_average_performance_significantly_different_from_0.5_full_4_minutes_p_value_of_either_t_test_or_wilcox,r,-0.052215693,0.822147969,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,shapiro_wilk_test_p_value_using_T30_to_T50_data,r,0.522082147,0.018212158,20
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,was_average_performance_significantly_different_from_0.5_T30_to_T50_p_value_of_either_t_test_or_wilcox,r,-0.178717063,0.450918262,20
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,learning_category_according_to_etheredge_T30_to_T50,ICC,0.39361173,0.04,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,learning_category_according_to_etheredge_full_4_minutes,ICC,0.11152562,0.13,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,average_latency_to_enter_correct_side,r,-0.035146198,0.879783238,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,average_latency_to_enter_incorrect_side,r,-0.047865476,0.836764862,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,average_latency_to_enter_correct_side_filtered_just_correct_choice,r,-0.076868694,0.740510572,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,proportion_of_correct_first_choices,r,0.066312493,0.775193246,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_in_a_row_greater_than_60_percent_full_4_minutes,r,-0.172376582,0.443026664,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_in_a_row_greater_than_60_percent_T30_to_T50,r,-0.503115753,0.016997423,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,number_of_trials_in_a_row_correct_choice_first,r,0.013532763,0.952337531,22
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,mean_of_median_performance_on_each_ratio_full_four_minutes_data,r,-0.279796138,0.219299459,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,mean_of_median_performance_on_each_ratio_T30_to_T50_data,r,-0.297957639,0.189574227,21
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_gaps,r,0.167499347,0.359499949,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_slope,r,-0.319535703,0.074631982,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_wilcox_test,r,-0.050089719,0.785431559,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_binned_shuttlebox_slope,r,-0.326442261,0.068229828,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_binned_shuttlebox_wilcox_test,r,-0.050089719,0.785431559,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,-0.315623135,0.078459926,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_average_proportion_of_time_on_correct_side_during_stimulus,r,-0.943094593,6.89E-16,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,0.414528645,0.01833079,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_shuttlebox_proportion_of_time_on_correct_side_during_stimulus_slope_across_presentations,r,0.381327869,0.031286687,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_correct_side_during_gaps,r,-0.248191147,0.170791614,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_binned_shuttlebox_average_proportion_of_time_on_the_correct_side_during_stimulus,r,-0.942925624,7.20E-16,32
twentythree_filtered_shuttlebox_average_distance_from_correct_stimulus_during_stimulus,twentythree_filtered_binned_shuttlebox_proportion_of_time_on_correct_side_during_gaps_slope_across_presentations,r,0.421927184,0.016157266,32
